,university_name,alumni,award,hici,ns,pub,result.cluster
3856,Leiden University,18.5,9.5,28.9,23,47.9,1
3857,Boston University,12,11.6,29.8,24.7,50.8,1
3858,University of Helsinki,13.1,16.4,24,19.9,51.1,1
3859,Technion-Israel Institute of Technology,20.7,37.9,16.2,16.8,34.6,1
3860,University of Arizona,15.1,0,29.8,32.4,49,1
3861,Arizona State University - Tempe,0,20.1,27.1,27.5,42.5,1
3862,Moscow State University,43.1,33.3,0,8.8,48.1,3
3863,Aarhus University,12,22.2,7.2,25.6,50.9,3
3864,Stockholm University,25.1,27.6,16.2,19.1,38.3,1
3865,University of Basel,20,16.4,24.9,18.6,37.5,1
3866,University of Nottingham,12,20.1,24,17.9,46.1,1
3867,Ghent University,5.3,13.4,17.7,19.6,55.3,1
3868,Indiana University Bloomington,10.7,21.7,27.1,20.4,39.7,1
3869,Osaka University,9.3,0,27.1,29,53.3,1
3870,The University of Queensland,13.1,0,21.7,22.5,60,1
3871,University of Utah,0,11.6,30.7,26.9,45.6,1
3872,University of Rochester,25.6,7.7,28,22.6,41.8,1
3873,The University of Western Australia,14.1,14.2,25.8,14.8,45.8,1
3874,McMaster University,13.1,19,24,16,44.7,1
3875,Michigan State University,9.3,0,36.9,18.7,51.5,1
3876,Rice University,16.9,21.9,21.5,24.1,29.5,1
3877,University of Groningen,0,19,17.7,18.7,51.4,1
3878,Weizmann Institute of Science,13.1,16.4,24,33.5,28.4,1
3879,University of Strasbourg,26.2,26.3,17.7,18.5,34.6,1
3880,University of Sydney,15.1,0,19.1,19.2,62.5,1
3881,Harvard University,100,100,100,100,100,2
3882,Stanford University,41.8,82.8,79.8,71.1,70.9,2
3883,Massachusetts Institute of Technology (MIT),68.4,80.7,60.6,73.6,61.5,2
3884,University of California-Berkeley,66.8,79.4,65.3,67.5,68.1,2
3885,University of Cambridge,79.1,96.6,50.8,56.2,66.5,2
3886,Princeton University,52.1,88.5,57.1,46.2,44.2,2
3887,California Institute of Technology,48.5,66.7,49.3,60,44.9,2
3888,Columbia University,65.1,65.9,51.6,55,69.1,2
3889,University of Chicago,61.4,86.3,48.4,43,50.7,2
3890,University of Oxford,51,54.9,52.8,52.7,72.7,2
3891,Yale University,48.8,50.4,51,61.5,62.9,2
3892,"University of California, Los Angeles",30.2,47.1,52.8,50.9,71.3,2
3893,Cornell University,37.6,49.8,50.4,46.9,61,2
3894,"University of California, San Diego",19.7,35.5,56.1,55.7,65,2
3895,University of Washington,21.7,31.6,53,53.1,71.6,2
3896,University of Pennsylvania,32.4,33.8,49.6,44.6,66.9,2
3897,The Johns Hopkins University,38.7,33.6,44,47.8,70.2,2
3898,"University of California, San Francisco",0,39.9,46.8,56.5,59.9,2
3899,Swiss Federal Institute of Technology Zurich,30.2,35.5,38.4,46.7,55.6,2
3900,University College London,28.8,29.5,39.2,40.7,71.6,2
3901,The University of Tokyo,31.6,14.1,40.6,52.6,73,2
3902,"The Imperial College of Science, Technology and Medicine",14.9,35.8,43.7,38,62.5,2
3903,University of Michigan-Ann Arbor,35.3,0,56.2,42.4,77.3,2
3904,University of Toronto,20.4,17.2,38.8,42.2,80.5,2
3905,University of Wisconsin - Madison,31.6,34.8,40.2,37.4,63.2,2
3906,Kyoto University,30.2,37.2,34.4,35,61.2,1
3907,New York University,28.8,31.9,36.1,42.4,56.6,2
3908,Northwestern University,15.8,22.1,50.3,39.5,58.2,2
3909,University of Illinois at Urbana-Champaign,30.7,36.2,35.8,36,54.4,2
3910,"University of Minnesota, Twin Cities",30.2,16.3,47.3,34.5,65.1,2
3911,Duke University,15.8,14.9,50.2,40.6,61.9,2
3912,Washington University in St. Louis,19,24.9,40.7,44.2,52.1,2
3913,Rockefeller University,17.5,59.8,30.3,44.2,20.8,2
3914,University of Colorado at Boulder,12.9,34.1,37.1,40.1,46.1,2
3915,Pierre and Marie  Curie University - Paris 6,34.5,27.4,25.8,30.2,60,1
3916,University of North Carolina at Chapel Hill,9.1,16.3,40.4,36.3,61.1,2
3917,University of British Columbia,15.8,18.8,34.2,34,63.9,1
3918,The University of Manchester,19,32.6,28,28.2,57.8,1
3919,The University of Texas at Austin,16.6,16.3,38.6,36.3,55.7,2
3920,University of Copenhagen,22.3,18.8,27.1,32,61.1,1
3921,"University of California, Santa Barbara",14.9,35.1,38.7,28.8,38.6,1
3922,University of Paris Sud (Paris 11),31.1,54.3,16.8,18.5,48.4,1
3923,"University of Maryland, College Park",19.7,20,31.9,32.5,52.5,1
3924,The University of Melbourne,17.5,13.3,29.3,26.7,65.9,1
3925,The University of Edinburgh,21.1,24.9,25.8,32.5,51.8,1
3926,The University of Texas Southwestern Medical Center at Dallas,19,34.5,30.3,37.2,35.8,1
3927,Karolinska Institute,22.9,26.6,24.8,22.4,51.8,1
3928,"University of California, Irvine",0,29.3,35,31.5,46,1
3929,Heidelberg University,13.9,25.3,23.7,27.5,52.2,1
3930,University of Munich,26.3,19.1,20.3,31.7,51.3,1
3931,University of Southern California,0,31.7,34.8,22.8,52.3,1
3932,"Rutgers, The State University of New Jersey - New Brunswick",10.5,18.8,34.5,30.1,49.8,1
3933,Technical University Munich,35.7,21.6,22.3,23.7,48.6,1
3934,Vanderbilt University,15.8,29,28.4,22.8,51.5,1
3935,"University of California, Davis",0,0,41,35.1,59.3,2
3936,University of Zurich,5.3,24,27.1,29.3,52.1,1
3937,Utrecht University,23.5,20,30,24.6,47.7,1
3938,Pennsylvania State University - University Park,10.5,0,42.3,33,54.7,2
3939,King's College London,21.7,21,27.6,19.3,53.7,1
3940,Purdue University - West Lafayette,13.9,23.1,27.7,25.8,49.5,1
3941,Uppsala University,18.2,27.4,18.4,25.8,49.5,1
3942,Carnegie Mellon University,32.4,31.6,28.6,15.6,34.4,1
3943,University of Bristol,7.4,16.3,25.7,34.2,46.3,1
3944,The Ohio State University - Columbus,12.9,0,38.3,25.5,60.6,1
3945,University of Pittsburgh-Pittsburgh Campus,19,0,39.8,19.2,61.9,1
3946,University of Geneva,22.3,28.2,18.9,29,37.8,1
3947,Ecole Normale Superieure - Paris,50.2,28,11.2,16.8,26.8,3
3948,McGill University,31.1,0,22.8,27.1,59.4,1
3949,University of Oslo,18.2,32.6,15.9,16.5,50,1
3950,Ghent University,5.3,13.3,26.9,19.6,57.1,1
3951,The Hebrew University of Jerusalem,32.9,28.2,19.6,21.3,37.2,1
3952,Boston University,11.8,11.5,29.9,27,50.3,1
3953,University of Helsinki,12.9,16.3,24.2,20,52.3,1
3954,Aarhus University,11.8,22.1,12.3,26.7,51.9,1
3955,Brown University,14.9,13.3,26.2,26.7,43.6,1
3956,The Australian National University,13.9,19.2,24.8,22.8,45.1,1
3957,Leiden University,18.2,9.4,25.7,23.7,48.4,1
3958,Osaka University,9.1,0,30.9,29.9,54.4,1
3959,Stockholm University,24.7,27.4,18.1,20.3,39.9,1
3960,Technion-Israel Institute of Technology,24.1,37.6,15.2,19.1,33.3,1
3961,University of Florida,17.5,0,30.9,22,60.4,1
3962,Rice University,16.6,21.7,28.1,24.6,30,1
3963,University of Groningen,0,18.8,23,19.9,52.6,1
3964,Moscow State University,42.4,33,0,9.7,47.9,3
3965,The University of Queensland,12.9,0,22,21.7,61.4,1
3966,University of Arizona,14.9,0,27.2,30.7,48.4,1
3967,University of Utah,0,11.5,26.5,27.2,47.3,1
3968,Arizona State University,0,20,22.2,27.3,42.5,1
3969,The University of Western Australia,13.9,14.1,22.9,15.3,47.9,1
3970,McMaster University,12.9,18.8,23.2,15.5,45.7,1
3971,University of Basel,19.7,16.3,17.4,20.8,39.4,1
3972,University of Rochester,25.2,7.7,25.2,24,40.7,1
3973,"University of California, Santa Cruz",0,0,37.9,34.3,29.4,2
3974,University of Bonn,15.8,19.8,17.4,21.9,40.5,1
3975,University of Strasbourg,25.8,28.8,13.9,17.7,35.5,1
3976,KU Leuven,0,0,29.5,19.1,54.9,1
3977,Swiss Federal Institute of Technology Lausanne,0,0,26.1,29.5,43.3,1
3978,Texas A & M University,0,0,34.3,23.2,50.2,1
3979,Georgia Institute of Technology,12.9,0,31,22.2,43.9,1
3980,VU University Amsterdam,0,0,27.8,17.5,55.3,1
3981,Aix Marseille University,13.9,0,16.8,19.5,50,1
3982,Baylor College of Medicine,0,0,23.7,29.8,40.3,1
3983,Cardiff University,0,16.3,13.6,18.8,42.4,1
3984,Case Western Reserve University,31.1,10.9,17.9,22,39,1
3985,Catholic University of Louvain,10.5,13.3,15.9,9.4,42.4,3
3986,Emory University,0,0,28.4,23.7,51.2,1
3987,Hokkaido University,11.8,16.3,7.2,16.6,44,3
3988,Indiana University Bloomington,10.5,21.6,18.5,21.4,38.2,1
3989,Joseph Fourier University (Grenoble 1),0,14.9,17.4,22.4,39.6,1
3990,Lund University,21.7,0,22.5,14.7,50.4,1
3991,Mayo Medical School,0,0,34.9,14.1,47.8,1
3992,Michigan State University,9.1,0,30.7,21.3,50.5,1
3993,Monash University,0,0,18.4,22.9,58.6,1
3994,Nagoya University,22.3,14.1,16.8,18,45.2,1
3995,National Taiwan University,11.8,0,13.9,13.1,57.9,3
3996,National University of Singapore,0,0,18.3,20.2,60.2,1
3997,Peking University,0,0,11.2,20.2,63.6,3
3998,Radboud University Nijmegen,16.6,0,12.3,18.1,51.7,3
3999,Seoul National University,0,0,12.3,18.9,67.8,3
4000,Shanghai Jiao Tong University,0,0,12.6,11.5,65.9,3
4001,Technical University of Denmark,5.3,11.5,21.1,15.5,39,1
4002,The University of Glasgow,7.4,0,24.9,18.7,42.3,1
4003,The University of New South Wales,0,0,20.2,17.3,57.8,1
4004,The University of Sheffield,18.2,13.3,18.4,17.4,43.7,1
4005,The University of Texas M. D. Anderson Cancer Center,0,0,28.9,21.2,41.6,1
4006,Tohoku University,14.9,0,20.7,21.8,53.2,1
4007,Tsinghua University,10.5,0,10,26.2,62.7,1
4008,Tufts University,19,16.3,20.1,16.4,35.1,1
4009,University Libre Bruxelles,20.4,26.6,11.3,11.8,34.6,3
4010,University of Alberta,11.8,0,23.9,20.1,55.5,1
4011,University of Amsterdam,5.3,0,20.8,19.5,53.7,1
4012,University of Birmingham,19,9.4,20.8,14.5,45.7,1
4013,"University of California, Riverside",12.9,0,24.7,27.2,32.7,1
4014,University of Frankfurt,31.1,0,19.6,21.8,38.6,1
4015,University of Freiburg,19,18.8,13,25,37.8,1
4016,University of Goettingen,31.6,14.9,13.1,17.9,40.2,3
4017,University of Leeds,17.5,0,18.4,20.5,43.3,1
4018,University of Liverpool,17.5,13.3,16.3,19.4,42,1
4019,University of Massachusetts Amherst,13.9,0,32.8,17.3,36,1
4020,University of Massachusetts Medical School - Worcester,0,20,14.3,28.4,27.7,1
4021,University of Montreal,11.8,0,15.9,17.5,50.9,1
4022,University of Nottingham,11.8,20,17,17.3,46.5,1
4023,University of Sao Paulo,0,0,12.2,12,72.9,3
4024,University of Southampton,0,0,24.6,21.3,46.8,1
4025,University of Sydney,14.9,0,9.6,17.9,64.1,3
4026,University of Virginia,0,0,27,27.9,43.4,1
4027,University of Wageningen,0,0,22.8,19.9,41.8,1
4028,University Paris Diderot - Paris 7,11.8,9.4,14.9,32.2,44.5,1
4029,Weizmann Institute of Science,18.2,16.3,17,34.4,27.3,1
4030,Erasmus University,0,14.9,22,7.5,34.8,1
4031,Fudan University,0,0,12.2,15,56.3,3
4032,George Mason University,0,31.9,5.1,9.3,27.9,3
4033,Icahn School of Medicine at Mount Sinai,0,0,26,25.2,35.9,1
4034,Iowa State University,0,0,18.5,20,38.9,1
4035,King Abdulaziz University,0,0,33.1,5.1,39,1
4036,King Saud University,0,0,34.5,6,40.5,1
4037,Kyushu University,0,0,13.1,14.8,45.8,3
4038,Nanyang Technological University,0,0,11.2,10.6,50.4,3
4039,North Carolina State University - Raleigh,0,0,24,14.6,41.5,1
4040,Oregon Health and Science University,0,0,20.8,22.3,34.5,1
4041,Oregon State University,10.5,0,23,20.8,35.3,1
4042,Tel Aviv University,0,0,20.7,14.4,47.4,1
4043,The Chinese University of Hong Kong,0,14.1,15.1,5.1,43.3,3
4044,The University of Adelaide,14.9,0,15.1,10.9,41.4,3
4045,The University of Calgary,0,0,13.8,15.3,45,3
4046,The University of Georgia,0,0,20.6,20.6,42.1,1
4047,The University of Hong Kong,0,0,17.5,15.5,44,1
4048,Tokyo Institute of Technology,12.9,0,15.9,17.6,38.4,1
4049,Trinity College Dublin,10.5,13.3,10.7,13.2,32,3
4050,University of Barcelona,0,0,15.1,11.5,51.8,3
4051,University of Bern,12.9,0,16.3,21.7,40.3,1
4052,University of Bologna,0,0,13.8,11.2,48.1,3
4053,University of Buenos Aires,14.9,24,0,9,36.3,3
4054,University of Delaware,10.5,16.3,20.1,11.7,32.2,1
4055,University of East Anglia,13.9,0,19.2,15.4,29.9,1
4056,University of Gothenburg,0,15.4,12.3,13.9,42.7,3
4057,University of Hamburg,11.8,0,13.9,20,36.6,1
4058,University of Hawaii at Manoa,0,0,20.1,23.8,36.3,1
4059,University of Illinois at Chicago,0,0,18.9,14.4,43.9,1
4060,University of Iowa,0,0,20.3,21.2,45.3,1
4061,University of Kiel,10.5,13.3,12.2,13.4,31.2,3
4062,University of Koeln,0,11.5,8.6,17.5,37.2,3
4063,University of Lausanne,0,0,14.9,23.3,33.9,1
4064,University of Miami,0,0,22,18.9,41,1
4065,University of Milan,17.5,0,14.2,10.5,46,3
4066,University of Muenster,19.7,13.3,13.2,15.2,36.5,3
4067,University of Padua,0,0,11.3,17.7,48.7,3
4068,University of Paris Descartes (Paris 5),11.8,9.4,12.2,16.2,42,3
4069,University of Pisa,13.9,23.1,7.2,6.7,38.1,3
4070,University of Roma - La Sapienza,11.8,13.3,5.1,11.6,53.4,3
4071,University of Science and Technology of China,0,0,15.9,15.2,47.5,1
4072,University of Sussex,0,22.4,15.2,13.5,29,3
4073,University of Tuebingen,22.9,0,12.2,18.7,42.5,3
4074,University of Turin,15.8,0,16.2,9.5,40.3,3
4075,University of Vienna,13.9,0,17.2,21.9,37,1
4076,University of Warwick,0,0,22.5,13.1,38.9,1
4077,University of Wuerzburg,19.7,0,18.9,15,34.4,1
4078,Virginia Commonwealth University,10.5,14.1,15.9,11.8,34,3
4079,Zhejiang University,0,0,7.1,12.5,66.5,3
4080,Autonomous University of Barcelona,0,0,5,13.7,45.3,3
4081,Autonomous University of Madrid,0,0,11.3,12,39,3
4082,Beijing Normal University,15.8,0,5,7.8,37.2,3
4083,Charles University in Prague,9.1,0,0,10.4,43.6,3
4084,City University of Hong Kong,0,0,18.1,1.5,37.9,3
4085,Claude Bernard University Lyon 1,10.5,0,0,17.4,41,3
4086,Colorado State University,0,0,20.3,13.6,35.5,1
4087,Dalhousie University,0,0,12.2,15.2,34.1,3
4088,Dartmouth College,18.2,0,20.7,14.1,25.6,1
4089,Delft University of Technology,11.8,0,8.6,18.3,38.6,3
4090,Durham University,0,0,19.6,15.5,34.1,1
4091,Ecole Normale Superieure - Lyon,0,20,3.6,11.7,21,3
4092,Florida State University,0,0,14.6,16,37.9,3
4093,Harbin Institute of Technology,0,0,10,2.9,47.5,3
4094,Huazhong University of Science and Technology,0,0,0,7.7,50.4,3
4095,Karlsruhe Institute of Technology (KIT),0,0,12,15.1,38,3
4096,Kobe University,14.9,0,5.1,14.7,30.9,3
4097,Korea Advanced Institute of Science and Technology,0,0,8.3,16.8,38.7,3
4098,Korea University,0,0,8.7,10.2,49.1,3
4099,Laval University,0,0,15,9.3,36.9,3
4100,Louisiana State University - Baton Rouge,0,0,13.6,12.6,34,3
4101,Maastricht University,0,0,10.7,6.6,41.5,3
4102,Macquarie University,0,0,18.1,13,32.8,1
4103,Medical University of Vienna,9.1,9.4,8.6,9.7,32.9,3
4104,Nanjing University,0,0,0.7,6.9,51.5,3
4105,National Autonomous University of Mexico,12.9,0,3.3,10.4,47.7,3
4106,National Cheng Kung University,0,0,10.1,2.7,43.6,3
4107,National Tsing Hua University,12.9,0,5.1,12.6,32.7,3
4108,Newcastle University,0,0,12.2,16,38.5,3
4109,Northeastern University,0,0,15.9,18.1,28.8,1
4110,Norwegian University of Science and Technology - NTNU,13.9,0,10.1,13.4,37.3,3
4111,Paul Sabatier University (Toulouse 3),0,0,12.3,20.6,38.1,1
4112,Polytechnic Institute of Milan,7.4,14.9,5,8.4,33.1,3
4113,"Queen Mary, University of London",18.2,0,18.1,11.6,31.7,1
4114,Queen's University,0,0,13.1,11.8,33.9,3
4115,Rensselaer Polytechnic Institute,12.9,0,13.9,12.2,23.1,3
4116,Royal Institute of Technology,0,14.9,3.6,9.9,38,3
4117,RWTH Aachen University,0,0,15.1,8.1,41.1,3
4118,Simon Fraser University,0,0,12.2,12.9,33.3,3
4119,State University of New York at Buffalo,0,0,13.1,8.1,38.8,3
4120,Stony Brook University,0,0,14.8,18.9,36.9,1
4121,Sun Yat-sen University,0,0,8.7,8.8,53.2,3
4122,Sungkyunkwan University,0,0,0,12.2,47.2,3
4123,Swedish University of Agricultural Sciences,0,0,13.3,13.3,30,3
4124,The George Washington University,11.8,0,6.3,11.1,34.4,3
4125,The Hong Kong University of Science and Technology,0,0,17.4,8.1,30.1,3
4126,The University of Alabama at Birmingham,0,0,18.1,13.6,41.3,1
4127,The University of Auckland,13.9,0,10.1,13.5,40,3
4128,The University of Dundee,0,0,16.8,16,26.1,1
4129,The University of New Mexico - Albuquerque,0,0,14.9,16.8,34.2,1
4130,The University of Texas Health Science Center at Houston,0,15.4,13.9,9.7,32.2,3
4131,TU Dresden,0,0,10.7,16,39.9,3
4132,Umea University,0,0,12.2,11.3,33.8,3
4133,University College Dublin,0,0,10.7,12.3,34.8,3
4134,University of Aberdeen,0,13.3,12.2,12.6,31.9,3
4135,University of Bergen,0,0,10.7,14.6,36.9,3
4136,University of Bochum,0,0,13.3,9.9,36.5,3
4137,University of Bordeaux,0,0,14.3,16.6,40,1
4138,University of Cape Town,19,0,12.2,10,35.6,3
4139,University of Cincinnati,0,0,22.6,9.3,39.7,1
4140,University of Erlangen-Nuremberg,0,0,15.9,14.6,39.3,1
4141,University of Exeter,0,0,17.8,18.8,33.6,1
4142,University of Florence,0,0,16.8,10.5,38.9,3
4143,University of Guelph,0,0,17.5,9.7,31.1,3
4144,University of Houston,0,0,17.3,11.4,36.7,3
4145,University of Innsbruck,0,9.4,14.8,17.1,24.8,1
4146,University of Kansas,11.8,0,11.3,13.3,39.5,3
4147,University of Kentucky,10.5,0,3.6,12.5,39.7,3
4148,University of Leicester,0,0,14.6,18.8,32.7,1
4149,University of Leipzig,11.8,13.3,5,9.6,34.6,3
4150,University of Liege,7.4,0,10.1,14.6,31.5,3
4151,University of Lisbon,0,8.1,5,10.8,46.8,3
4152,University of Lorraine,11.8,16.3,0,7.9,33.7,3
4153,University of Mainz,0,7.7,8.9,16.8,37.1,3
4154,University of Marburg,10.5,0,14.3,12.1,29.5,3
4155,"University of Maryland, Baltimore",0,0,19.1,15.6,38.3,1
4156,University of Missouri - Columbia,9.1,0,3.6,15.2,37.2,3
4157,University of Montpellier 2,10.5,0,6.3,15,31.1,3
4158,University of Nebraska - Lincoln,17.5,0,16.8,12.5,34.3,3
4159,University of Notre Dame,12.9,0,17.5,13,32.1,1
4160,University of Oregon,9.1,0,10.1,17,27.1,3
4161,University of Otago,0,0,12.2,11.3,34.6,3
4162,University of Ottawa,0,0,8.6,13.4,43.3,3
4163,University of South Carolina - Columbia,0,0,16.8,6.9,35.2,3
4164,University of South Florida,0,0,16.3,9.7,40,3
4165,University of St Andrews,10.5,0,3.8,17.7,29,3
4166,University of Stuttgart,19,0,10.1,11.7,27,3
4167,University of Tennessee - Knoxville,10.5,0,15.9,13.1,39.1,3
4168,University of the Witwatersrand,19,0,7.1,16.3,31.9,3
4169,University of Tsukuba,0,19.6,5.8,10.9,35.7,3
4170,University of Valencia,0,0,8.6,9.4,41.8,3
4171,University of Victoria,0,0,17.2,8.2,30.6,3
4172,University of Waterloo,0,0,14.6,12.6,41.6,3
4173,University of York,0,0,13.9,16.2,33,3
4174,Virginia Polytechnic Institute and State University,11.8,0,11.4,8.4,40.4,3
4175,Washington State University,0,0,17.3,10,30,3
4176,Western University (The University of Western Ontario),0,0,5.1,15,41.9,3
4177,Xian Jiao Tong University,0,0,8.7,8.1,46.4,3
4178,Yeshiva University,0,0,6.3,21.8,32.9,3
4179,Yonsei University,0,0,8.6,6.6,51.1,3
4180,Beihang University,0,0,8.6,4.1,37.1,3
4181,Brandeis University,19.7,0,3.6,20.3,18.4,3
4182,Brigham Young University,9.1,0,12.2,6.7,26.2,3
4183,Central South University,0,0,7.1,1.5,45.3,3
4184,Chalmers University of Technology,0,0,8.9,11.1,30.2,3
4185,Chiba University,0,0,8.7,10.1,29,3
4186,China Agricultural University,0,0,0,13.1,39.2,3
4187,City University of New York City College,29.3,0,5.1,8.4,17.9,3
4188,Complutense University of Madrid,19.7,0,0,5.5,42.9,3
4189,Curtin University,0,0,7.1,12.1,34.8,3
4190,Dalian University of Technology,0,0,5,4.6,42.1,3
4191,Drexel University,0,0,12.3,8.8,28.6,3
4192,Ecole Polytechnique,17.5,0,5.1,9.7,27,3
4193,Eindhoven University of Technology,0,0,12.3,8.4,31.9,3
4194,Eotvos Lorand University,13.9,0,10.1,8.6,23.7,3
4195,ESPCI ParisTech,7.4,18.8,0,9.5,15.5,3
4196,Federal University of Minas Gerais,0,0,3.6,4.9,37.9,3
4197,Federal University of Rio de Janeiro,0,0,0,8.1,40.5,3
4198,Flinders University,15.8,0,5.1,4.1,28.5,3
4199,Georgetown University,0,0,11.1,9.1,31.9,3
4200,Griffith University,0,0,3.6,7.6,35.1,3
4201,Hannover Medical School,0,0,8.7,7.5,31.5,3
4202,Hanyang University,0,0,0,6.7,39.8,3
4203,Hiroshima University,0,0,4.8,13.6,33.1,3
4204,Indian Institute of Science,0,0,7.2,2.9,35.7,3
4205,Indiana University-Purdue University at Indianapolis,0,0,7.1,11.9,38.2,3
4206,Jagiellonian University,10.5,0,3.6,6.8,34,3
4207,James Cook University,0,0,10.1,15.7,27.3,3
4208,Jilin University,0,0,0,9.9,48.9,3
4209,Keio University,0,0,5.1,13,34,3
4210,Kyung Hee University,0,0,5,3.1,40,3
4211,Lancaster University,0,0,13.9,7.5,29.3,3
4212,Lanzhou University,0,0,7.1,2.2,36.6,3
4213,Linkoping University,0,0,10.7,9.5,35.1,3
4214,London School of Hygiene & Tropical Medicine,7.4,0,7.1,5.8,31.9,3
4215,Nankai University,0,0,5,6.8,36.5,3
4216,National and Kapodistrian University of Athens,0,0,10.6,3.8,39.8,3
4217,National Chiao Tung University,0,0,8.6,9.3,34.7,3
4218,Pohang University of Science and Technology,0,0,7.1,11.1,30.6,3
4219,Polytechnic University of Valencia,0,0,10.4,12.2,33.4,3
4220,Queen's University Belfast,18.2,0,0,10.9,32.4,3
4221,Saint Petersburg State University,27.3,0,0,6.1,28,3
4222,San Diego State University,0,0,14.3,11.5,25,3
4223,Scuola Normale Superiore - Pisa,0,0,7.2,7.1,18,3
4224,Shandong University,0,0,0,3.6,50.6,3
4225,Sichuan University,0,0,0,3.1,50.8,3
4226,South China University of Technology,0,0,7.1,5.7,37.6,3
4227,Southeast University,0,0,8.7,7.5,40.2,3
4228,SUNY at Albany,0,0,13.1,7.2,26.3,3
4229,Swinburne University of Technology,0,0,11.3,13.1,21.4,3
4230,Technical University of Berlin,16.6,0,7.8,6.6,29.4,3
4231,Temple University,0,0,13.3,7.1,33.4,3
4232,The Hong Kong Polytechnic University,0,0,11.3,3.8,39.8,3
4233,The University of Montana - Missoula,5.3,0,15.9,15,16,1
4234,The University of Reading,0,0,14.3,10.8,28.9,3
4235,The University of Texas at Dallas,0,0,10.1,11.5,27.5,3
4236,The University of Texas Health Science Center at San Antonio,0,0,20.1,9.5,27.7,1
4237,Thomas Jefferson University,0,0,8.9,8.8,27.7,3
4238,Tokyo Medical and Dental University,0,0,8.6,11.4,24.2,3
4239,Tongji University,0,0,0,7.9,43.2,3
4240,Tulane University,0,0,12.2,8.4,26.6,3
4241,UNESP,0,0,0,7.9,43.9,3
4242,University of Antwerp,0,0,5.1,11,35.8,3
4243,University of Belgrade,0,0,0,2.2,44.9,3
4244,University of Campinas,0,0,3.6,4.6,42.6,3
4245,University of Central Florida,0,0,13.6,10.8,29.3,3
4246,University of Colorado at Denver,0,0,15.9,8.3,33.2,3
4247,University of Connecticut,11.8,0,8,7.8,34.6,3
4248,University of Duesseldorf,11.8,0,6.1,11,31,3
4249,University of Duisburg-Essen,0,0,8.6,9.5,30.8,3
4250,University of Giessen,0,0,12.3,10.1,30.9,3
4251,University of Granada,0,0,7.1,9.4,39.9,3
4252,University of Halle-Wittenberg,0,6.7,3.6,11.3,25.7,3
4253,University of Konstanz,0,0,12.1,12.5,22.7,3
4254,University of Malaya,0,0,5,3.4,39.1,3
4255,University of Manitoba,0,0,8.1,8.8,35.4,3
4256,University of Milan - Bicocca,0,0,5,6.9,31.4,3
4257,University of Naples Federico II,0,0,8.6,5.1,42.4,3
4258,University of Newcastle,0,0,11.1,7.1,31.4,3
4259,University of Oulu,11.8,0,8.6,8.2,28.8,3
4260,University of Paris Dauphine (Paris 9),15.8,26.6,3.6,0,13.6,3
4261,University of Pompeu Fabra,0,0,5,17.2,26.2,3
4262,University of Porto,0,0,0,9.4,42.7,3
4263,University of Rhode Island,0,0,15.2,9.3,21.5,3
4264,University of Roma - Tor Vergata,0,0,0,10.7,34.1,3
4265,University of Saskatchewan,9.1,0,7.9,7.7,32.7,3
4266,University of Southern Denmark,0,0,7.2,11.7,35.5,3
4267,University of Tasmania,0,0,10.1,15.6,27.6,3
4268,"University of Technology, Sydney",0,0,14.3,4.1,28,3
4269,University of Tehran,12.9,0,10,0,38.8,3
4270,University of Turku,0,0,6.3,8.4,32.9,3
4271,University of Twente,0,0,5.1,10.4,32.5,3
4272,University of Ulm,0,0,12.3,12.5,31.3,3
4273,University of Vermont,13.9,0,12.2,9,26.4,3
4274,University of Warsaw,15.8,0,0,8.6,30.6,3
4275,University of Wollongong,0,0,12.2,7.5,31.9,3
4276,Vrije University Brussel,13.9,0,5,9.6,30,3
4277,Wake Forest University,0,0,14.9,7.5,25.8,3
4278,Wayne State University,0,0,3.6,10.1,37.8,3
4279,Xiamen University,0,0,5.5,8.8,37.3,3
4280,Aalborg University,0,0,12.2,3.4,27.6,3
4281,Aalto University,0,0,0,9.6,32,3
4282,Aristotle University of Thessaloniki,0,0,4.9,2.2,33.8,3
4283,Auburn University,0,0,8.6,6,28.2,3
4284,Bar-Ilan University,0,0,7.2,7.4,28.1,3
4285,Ben-Gurion University of the Negev,0,0,3.6,7.2,33.8,3
4286,Bielefeld University,0,0,11.8,7.1,24.4,3
4287,Boston College,0,0,8.6,12.9,22.5,3
4288,Brunel University,0,0,12.2,3.8,25.4,3
4289,Cairo University,19.7,0,0,3.8,29.7,3
4290,Capital University of Medical Sciences,0,0,0,0,33.1,3
4291,Carleton University,0,0,12.2,5.3,26.2,3
4292,Catholic University of Chile,0,0,3.6,8.6,30,3
4293,Catholic University of Korea,0,0,0,1.5,30.3,3
4294,Catholic University of the Sacred Heart,0,0,3.6,7.5,30.1,3
4295,Chang Gung University,0,0,3.6,3.3,35.1,3
4296,Clemson University,0,0,6.3,8.7,26.8,3
4297,Deakin University,0,0,0,8.4,34.1,3
4298,East China University of Science and Technology,0,0,5,4.9,33.5,3
4299,Ewha Womans University,0,0,5,9,27.8,3
4300,Federal University of Rio Grande do Sul,0,0,0,4.7,38.9,3
4301,Istanbul University,13.9,0,0,3.3,34.9,3
4302,Kanazawa University,0,0,5.1,10.5,25.4,3
4303,Kansas State University,0,0,7.1,11.2,28,3
4304,Kent State University,0,0,5.1,13,22.4,3
4305,King Abdullah University of Science and Technology,0,0,16.8,9.6,20,3
